35383346,2022-02-24 00:00:00,179.48,02/2022
35383346,2022-02-25 00:00:00,179.48,02/2022
35383346,2022-02-26 00:00:00,179.48,02/2022
35383346,2022-02-27 00:00:00,179.48,02/2022
35383346,2022-02-28 00:00:00,179.48,02/2022
35437583,2022-03-05 00:00:00,130.97,03/2022
35437583,2022-03-06 00:00:00,130.97,03/2022
35437583,2022-03-07 00:00:00,130.97,03/2022
35437583,2022-03-08 00:00:00,130.97,03/2022
35437583,2022-03-09 00:00:00,130.97,03/2022
35437583,2022-03-10 00:00:00,130.97,03/2022
35437583,2022-03-11 00:00:00,130.97,03/2022
35437583,2022-03-12 00:00:00,130.97,03/2022
35437583,2022-03-13 00:00:00,130.97,03/2022
35437583,2022-03-14 00:00:00,130.97,03/2022
35437583,2022-03-15 00:00:00,130.97,03/2022
35437583,2022-03-16 00:00:00,130.97,03/2022
35437583,2022-03-17 00:00:00,130.97,03/2022
35437583,2022-03-18 00:00:00,130.97,03/2022
35437583,2022-03-19 00:00:00,130.97,03/2022
35437583,2022-03-20 00:00:00,130.97,03/2022
35437583,2022-03-21 00:00:00,130.97,03/2022
35437583,2022-03-22 00:00:00,130.97,03/2022
35437583,2022-03-23 00:00:00,130.97,03/2022
35437583,2022-03-24 00:00:00,130.97,03/2022
35437583,2022-03-25 00:00:00,130.97,03/2022
35437583,2022-03-26 00:00:00,130.97,03/2022
35437583,2022-03-27 00:00:00,130.97,03/2022
35437583,2022-03-28 00:00:00,130.97,03/2022
35437583,2022-03-29 00:00:00,130.97,03/2022
35437583,2022-03-30 00:00:00,130.97,03/2022
35437583,2022-03-31 00:00:00,130.97,03/2022
35437583,2022-04-01 00:00:00,130.97,04/2022
35437583,2022-04-02 00:00:00,130.97,04/2022
35437583,2022-04-03 00:00:00,130.97,04/2022
36131706,2022-04-05 00:00:00,186.05,04/2022
36131706,2022-04-06 00:00:00,186.05,04/2022
36131706,2022-04-07 00:00:00,186.05,04/2022
36131706,2022-04-08 00:00:00,186.05,04/2022
35901766,2022-04-13 00:00:00,124.21,04/2022
35901766,2022-04-14 00:00:00,124.21,04/2022
35901766,2022-04-15 00:00:00,124.21,04/2022
35901766,2022-04-16 00:00:00,124.21,04/2022
35901766,2022-04-17 00:00:00,124.21,04/2022
36051771,2022-04-20 00:00:00,149.58,04/2022
36051771,2022-04-21 00:00:00,149.58,04/2022
36051771,2022-04-22 00:00:00,149.58,04/2022
36051771,2022-04-23 00:00:00,149.58,04/2022
36051771,2022-04-24 00:00:00,149.58,04/2022
36051771,2022-04-25 00:00:00,149.58,04/2022
36292264,2022-04-27 00:00:00,126.58,04/2022
36292264,2022-04-28 00:00:00,126.58,04/2022
36292264,2022-04-29 00:00:00,126.58,04/2022
36292264,2022-04-30 00:00:00,126.58,04/2022
36292264,2022-05-01 00:00:00,126.58,05/2022
36292264,2022-05-02 00:00:00,126.58,05/2022
36292264,2022-05-03 00:00:00,126.58,05/2022
36292264,2022-05-04 00:00:00,126.58,05/2022
36292264,2022-05-05 00:00:00,126.58,05/2022
36292264,2022-05-06 00:00:00,126.58,05/2022
36292264,2022-05-07 00:00:00,126.58,05/2022
36292264,2022-05-08 00:00:00,126.58,05/2022
36292264,2022-05-09 00:00:00,126.58,05/2022
36292264,2022-05-10 00:00:00,126.58,05/2022
36292264,2022-05-11 00:00:00,126.58,05/2022
36292264,2022-05-12 00:00:00,126.58,05/2022
36292264,2022-05-13 00:00:00,126.58,05/2022
36292264,2022-05-14 00:00:00,126.58,05/2022
36292264,2022-05-15 00:00:00,126.58,05/2022
36292264,2022-05-16 00:00:00,126.58,05/2022
36292264,2022-05-17 00:00:00,126.58,05/2022
36292264,2022-05-18 00:00:00,126.58,05/2022
36292264,2022-05-19 00:00:00,126.58,05/2022
36292264,2022-05-20 00:00:00,126.58,05/2022
36292264,2022-05-21 00:00:00,126.58,05/2022
36292264,2022-05-22 00:00:00,126.58,05/2022
36292264,2022-05-23 00:00:00,126.58,05/2022
36292264,2022-05-24 00:00:00,126.58,05/2022
36292264,2022-05-25 00:00:00,126.58,05/2022
36292264,2022-05-26 00:00:00,126.58,05/2022
36292264,2022-05-27 00:00:00,126.58,05/2022
36278294,2022-06-01 00:00:00,151.2,06/2022
36278294,2022-06-02 00:00:00,151.2,06/2022
36278294,2022-06-03 00:00:00,151.2,06/2022
36278294,2022-06-04 00:00:00,151.2,06/2022
36278294,2022-06-05 00:00:00,151.2,06/2022
36278294,2022-06-06 00:00:00,151.2,06/2022
36278294,2022-06-07 00:00:00,151.2,06/2022
36278294,2022-06-08 00:00:00,151.2,06/2022
36204474,2022-06-13 00:00:00,155.24,06/2022
36204474,2022-06-14 00:00:00,155.24,06/2022
36204474,2022-06-15 00:00:00,155.24,06/2022
36204474,2022-06-16 00:00:00,155.24,06/2022
36204474,2022-06-17 00:00:00,155.24,06/2022
36204474,2022-06-18 00:00:00,155.24,06/2022
36204474,2022-06-19 00:00:00,155.24,06/2022
35761071,2022-06-24 00:00:00,153.98,06/2022
35761071,2022-06-25 00:00:00,153.98,06/2022
35761071,2022-06-26 00:00:00,153.98,06/2022
35761071,2022-06-27 00:00:00,153.98,06/2022
35761071,2022-06-28 00:00:00,153.98,06/2022
35761071,2022-06-29 00:00:00,153.98,06/2022
35761071,2022-06-30 00:00:00,153.98,06/2022
35761071,2022-07-01 00:00:00,153.98,07/2022
35761071,2022-07-02 00:00:00,153.98,07/2022
35761071,2022-07-03 00:00:00,153.98,07/2022
35761071,2022-07-04 00:00:00,153.98,07/2022
35761071,2022-07-05 00:00:00,153.98,07/2022
36066025,2022-07-07 00:00:00,156.9,07/2022
36066025,2022-07-08 00:00:00,156.9,07/2022
36066025,2022-07-09 00:00:00,156.9,07/2022
36066025,2022-07-10 00:00:00,156.9,07/2022
36066025,2022-07-11 00:00:00,156.9,07/2022
36066025,2022-07-12 00:00:00,156.9,07/2022
36066025,2022-07-13 00:00:00,156.9,07/2022
36066025,2022-07-14 00:00:00,156.9,07/2022
36066025,2022-07-15 00:00:00,156.9,07/2022
36066025,2022-07-16 00:00:00,156.9,07/2022
36667491,2022-07-21 00:00:00,181.26,07/2022
36667491,2022-07-22 00:00:00,181.26,07/2022
36667491,2022-07-23 00:00:00,181.26,07/2022
36667491,2022-07-24 00:00:00,181.26,07/2022
36667491,2022-07-25 00:00:00,181.26,07/2022
36667491,2022-07-26 00:00:00,181.26,07/2022
36667491,2022-07-27 00:00:00,181.26,07/2022
